Device,FQN,Vendor,OS,"OS Version",Model,"Management Address",Source,"Command Files"
0010.e0be.f2d5,0010.e0be.f2d5,unknown,unknown,unknown,unknown,unknown,lldp,0
0010.e0be.f335,0010.e0be.f335,unknown,unknown,unknown,unknown,unknown,lldp,0
0025.90bd.6f02,0025.90bd.6f02,unknown,unknown,unknown,unknown,unknown,lldp,0
0026fdf12e34,0026fdf12e34,unknown,unknown,unknown,SIP100,172.27.33.57,cdp,0
0026fdf12fe9,0026fdf12fe9,unknown,unknown,unknown,SIP100,172.27.48.202,cdp,0
0026fdf153f0,0026fdf153f0,unknown,unknown,unknown,SIP100,172.27.24.251,cdp,0
0026fdf15531,0026fdf15531,unknown,unknown,unknown,SIP100,172.27.65.231,cdp,0
0026fdf1561f,0026fdf1561f,unknown,unknown,unknown,SIP100,172.27.9.60,cdp,0
0026fdf15853,0026fdf15853,unknown,unknown,unknown,SIP100,172.27.65.40,cdp,0
0026fdf1586a,0026fdf1586a,unknown,unknown,unknown,SIP100,172.27.41.165,cdp,0
0026fdf158c6,0026fdf158c6,unknown,unknown,unknown,SIP100,172.27.25.178,cdp,0
0026fdf15944,0026fdf15944,unknown,unknown,unknown,SIP100,172.27.24.92,cdp,0
0026fdf15947,0026fdf15947,unknown,unknown,unknown,SIP100,172.27.17.44,cdp,0
0026fdf1596c,0026fdf1596c,unknown,unknown,unknown,SIP100,172.27.41.160,cdp,0
0026fdf15b62,0026fdf15b62,unknown,unknown,unknown,SIP100,172.27.9.158,cdp,0
0026fdf15c27,0026fdf15c27,unknown,unknown,unknown,SIP100,172.27.24.108,cdp,0
0026fdf15c50,0026fdf15c50,unknown,unknown,unknown,SIP100,172.27.24.19,cdp,0
0026fdf15e88,0026fdf15e88,unknown,unknown,unknown,SIP100,172.27.16.193,cdp,0
0026fdf15e98,0026fdf15e98,unknown,unknown,unknown,SIP100,172.27.25.183,cdp,0
0026fdf15ec4,0026fdf15ec4,unknown,unknown,unknown,SIP100,172.27.25.109,cdp,0
0026fdf16003,0026fdf16003,unknown,unknown,unknown,SIP100,172.27.17.242,cdp,0
0026fdf1602f,0026fdf1602f,unknown,unknown,unknown,SIP100,172.27.9.51,cdp,0
0026fdf1612f,0026fdf1612f,unknown,unknown,unknown,SIP100,172.27.16.225,cdp,0
0026fdf16173,0026fdf16173,unknown,unknown,unknown,SIP100,172.27.25.1,cdp,0
0026fdf161ba,0026fdf161ba,unknown,unknown,unknown,SIP100,172.27.16.163,cdp,0
0026fdf16230,0026fdf16230,unknown,unknown,unknown,SIP100,172.27.9.12,cdp,0
0026fdf162e6,0026fdf162e6,unknown,unknown,unknown,SIP100,172.27.25.139,cdp,0
0026fdf162e9,0026fdf162e9,unknown,unknown,unknown,SIP100,172.27.17.162,cdp,0
0026fdf1635d,0026fdf1635d,unknown,unknown,unknown,SIP100,172.27.25.215,cdp,0
0026fdf16367,0026fdf16367,unknown,unknown,unknown,SIP100,172.27.65.22,cdp,0
0026fdf1647e,0026fdf1647e,unknown,unknown,unknown,SIP100,172.27.32.106,cdp,0
0026fdf87468,0026fdf87468,unknown,unknown,unknown,SIP200,172.27.41.15,cdp,0
0026fdf87477,0026fdf87477,unknown,unknown,unknown,SIP200,172.27.41.223,cdp,0
0026fdf88b35,0026fdf88b35,unknown,unknown,unknown,SIP200,172.27.32.175,cdp,0
00908f601904,00908f601904,unknown,unknown,unknown,420HD_GBE,172.27.33.176,cdp,0
00908f601906,00908f601906,unknown,unknown,unknown,420HD_GBE,172.27.8.104,cdp,0
00908f60190d,00908f60190d,unknown,unknown,unknown,420HD_GBE,172.27.32.240,cdp,0
00908f601910,00908f601910,unknown,unknown,unknown,420HD_GBE,172.27.33.194,cdp,0
00908f601912,00908f601912,unknown,unknown,unknown,420HD_GBE,172.27.33.140,cdp,0
00908f601913,00908f601913,unknown,unknown,unknown,420HD_GBE,172.27.32.97,cdp,0
00908f601918,00908f601918,unknown,unknown,unknown,420HD_GBE,172.27.8.105,cdp,0
00908f60191e,00908f60191e,unknown,unknown,unknown,420HD_GBE,172.27.8.143,cdp,0
00908f601921,00908f601921,unknown,unknown,unknown,420HD_GBE,172.27.9.117,cdp,0
00908f601923,00908f601923,unknown,unknown,unknown,420HD_GBE,172.27.33.253,cdp,0
00908f601925,00908f601925,unknown,unknown,unknown,420HD_GBE,172.27.33.130,cdp,0
00908f601927,00908f601927,unknown,unknown,unknown,420HD_GBE,172.27.9.162,cdp,0
00908f60192a,00908f60192a,unknown,unknown,unknown,420HD_GBE,172.27.32.247,cdp,0
00908f60192b,00908f60192b,unknown,unknown,unknown,420HD_GBE,172.27.17.139,cdp,0
00908f60192e,00908f60192e,unknown,unknown,unknown,420HD_GBE,172.27.33.248,cdp,0
00908f601938,00908f601938,unknown,unknown,unknown,420HD_GBE,172.27.8.254,cdp,0
00908f601945,00908f601945,unknown,unknown,unknown,420HD_GBE,172.27.9.174,cdp,0
00908f601949,00908f601949,unknown,unknown,unknown,420HD_GBE,172.27.33.114,cdp,0
00908f60194c,00908f60194c,unknown,unknown,unknown,420HD_GBE,172.27.8.166,cdp,0
00908f601956,00908f601956,unknown,unknown,unknown,420HD_GBE,172.27.9.198,cdp,0
00908f601970,00908f601970,unknown,unknown,unknown,420HD_GBE,172.27.9.109,cdp,0
00908f601976,00908f601976,unknown,unknown,unknown,420HD_GBE,172.27.32.204,cdp,0
00908f601979,00908f601979,unknown,unknown,unknown,420HD_GBE,172.27.32.70,cdp,0
00908f601983,00908f601983,unknown,unknown,unknown,420HD_GBE,172.27.8.178,cdp,0
00908f601996,00908f601996,unknown,unknown,unknown,420HD_GBE,172.27.1.196,cdp,0
00908f6019a2,00908f6019a2,unknown,unknown,unknown,420HD_GBE,172.27.1.211,cdp,0
00908f6019ba,00908f6019ba,unknown,unknown,unknown,420HD_GBE,172.27.40.221,cdp,0
00908f6019c8,00908f6019c8,unknown,unknown,unknown,420HD_GBE,172.27.1.232,cdp,0
00908f6019cb,00908f6019cb,unknown,unknown,unknown,420HD_GBE,172.27.8.250,cdp,0
00908f6019cd,00908f6019cd,unknown,unknown,unknown,420HD_GBE,172.27.1.113,cdp,0
00908f6019d3,00908f6019d3,unknown,unknown,unknown,420HD_GBE,172.27.33.126,cdp,0
00908f6019de,00908f6019de,unknown,unknown,unknown,420HD_GBE,172.27.0.232,cdp,0
00908f6019f2,00908f6019f2,unknown,unknown,unknown,420HD_GBE,172.27.41.45,cdp,0
00908f6019f6,00908f6019f6,unknown,unknown,unknown,420HD_GBE,172.27.41.99,cdp,0
00908f601a09,00908f601a09,unknown,unknown,unknown,420HD_GBE,172.27.40.251,cdp,0
00908f601a13,00908f601a13,unknown,unknown,unknown,420HD_GBE,172.27.40.234,cdp,0
00908f601a24,00908f601a24,unknown,unknown,unknown,420HD_GBE,172.27.41.171,cdp,0
00908f601a2a,00908f601a2a,unknown,unknown,unknown,420HD_GBE,172.27.8.217,cdp,0
00908f601a3a,00908f601a3a,unknown,unknown,unknown,420HD_GBE,172.27.41.227,cdp,0
00908f601a5f,00908f601a5f,unknown,unknown,unknown,420HD_GBE,172.27.24.18,cdp,0
00908f601a9f,00908f601a9f,unknown,unknown,unknown,420HD_GBE,172.27.9.31,cdp,0
00908f601aad,00908f601aad,unknown,unknown,unknown,420HD_GBE,172.27.41.173,cdp,0
00908f601b40,00908f601b40,unknown,unknown,unknown,420HD_GBE,172.27.0.107,cdp,0
00908f601b46,00908f601b46,unknown,unknown,unknown,420HD_GBE,172.27.24.32,cdp,0
00908f601b5f,00908f601b5f,unknown,unknown,unknown,420HD_GBE,172.27.24.247,cdp,0
00908f601b6a,00908f601b6a,unknown,unknown,unknown,420HD_GBE,172.27.25.177,cdp,0
00908f601b82,00908f601b82,unknown,unknown,unknown,420HD_GBE,172.27.25.85,cdp,0
00908f601ba2,00908f601ba2,unknown,unknown,unknown,420HD_GBE,172.27.41.204,cdp,0
00908f601bcc,00908f601bcc,unknown,unknown,unknown,420HD_GBE,172.27.24.246,cdp,0
00908f601c76,00908f601c76,unknown,unknown,unknown,420HD_GBE,172.27.25.84,cdp,0
00908f601cb2,00908f601cb2,unknown,unknown,unknown,420HD_GBE,172.27.24.222,cdp,0
00908f601ce4,00908f601ce4,unknown,unknown,unknown,420HD_GBE,172.27.41.140,cdp,0
00908f601d28,00908f601d28,unknown,unknown,unknown,420HD_GBE,172.27.25.46,cdp,0
00908f601d40,00908f601d40,unknown,unknown,unknown,420HD_GBE,172.27.0.214,cdp,0
00908f601d46,00908f601d46,unknown,unknown,unknown,420HD_GBE,172.27.9.53,cdp,0
00908f601d49,00908f601d49,unknown,unknown,unknown,420HD_GBE,172.27.9.229,cdp,0
00908f601d5e,00908f601d5e,unknown,unknown,unknown,420HD_GBE,172.27.1.195,cdp,0
00908f601d6a,00908f601d6a,unknown,unknown,unknown,420HD_GBE,172.27.24.131,cdp,0
00908f601d6b,00908f601d6b,unknown,unknown,unknown,420HD_GBE,172.27.24.173,cdp,0
00908f601d75,00908f601d75,unknown,unknown,unknown,420HD_GBE,172.27.33.252,cdp,0
00908f601d80,00908f601d80,unknown,unknown,unknown,420HD_GBE,172.27.33.93,cdp,0
00908f601dbf,00908f601dbf,unknown,unknown,unknown,420HD_GBE,172.27.40.185,cdp,0
00908f601dc7,00908f601dc7,unknown,unknown,unknown,420HD_GBE,172.27.41.145,cdp,0
00908f601dcc,00908f601dcc,unknown,unknown,unknown,420HD_GBE,172.27.41.159,cdp,0
00908f601dcf,00908f601dcf,unknown,unknown,unknown,420HD_GBE,172.27.1.80,cdp,0
00908f601de8,00908f601de8,unknown,unknown,unknown,420HD_GBE,172.27.24.88,cdp,0
00908f601df4,00908f601df4,unknown,unknown,unknown,420HD_GBE,172.27.8.225,cdp,0
00908f601df6,00908f601df6,unknown,unknown,unknown,420HD_GBE,172.27.16.235,cdp,0
00908f601dfb,00908f601dfb,unknown,unknown,unknown,420HD_GBE,172.27.16.254,cdp,0
00908f601e0e,00908f601e0e,unknown,unknown,unknown,420HD_GBE,172.27.9.4,cdp,0
00908f601e10,00908f601e10,unknown,unknown,unknown,420HD_GBE,172.27.17.133,cdp,0
00908f601e13,00908f601e13,unknown,unknown,unknown,420HD_GBE,172.27.0.110,cdp,0
00908f601e16,00908f601e16,unknown,unknown,unknown,420HD_GBE,172.27.49.18,cdp,0
00908f601e1e,00908f601e1e,unknown,unknown,unknown,420HD_GBE,172.27.41.16,cdp,0
00908f601e26,00908f601e26,unknown,unknown,unknown,420HD_GBE,172.27.48.222,cdp,0
00908f601e29,00908f601e29,unknown,unknown,unknown,420HD_GBE,172.27.40.167,cdp,0
00908f601e2a,00908f601e2a,unknown,unknown,unknown,420HD_GBE,172.27.40.227,cdp,0
00908f601e2c,00908f601e2c,unknown,unknown,unknown,420HD_GBE,172.27.40.219,cdp,0
00908f601e32,00908f601e32,unknown,unknown,unknown,420HD_GBE,172.27.25.158,cdp,0
00908f601e43,00908f601e43,unknown,unknown,unknown,420HD_GBE,172.27.33.212,cdp,0
00908f601e49,00908f601e49,unknown,unknown,unknown,420HD_GBE,172.27.33.224,cdp,0
00908f601e4a,00908f601e4a,unknown,unknown,unknown,420HD_GBE,172.27.1.243,cdp,0
00908f601e5d,00908f601e5d,unknown,unknown,unknown,420HD_GBE,172.27.24.30,cdp,0
00908f601e5f,00908f601e5f,unknown,unknown,unknown,420HD_GBE,172.27.24.193,cdp,0
00908f601e66,00908f601e66,unknown,unknown,unknown,420HD_GBE,172.27.9.20,cdp,0
00908f601e7c,00908f601e7c,unknown,unknown,unknown,420HD_GBE,172.27.24.213,cdp,0
00908f601e7e,00908f601e7e,unknown,unknown,unknown,420HD_GBE,172.27.40.102,cdp,0
00908f601e82,00908f601e82,unknown,unknown,unknown,420HD_GBE,172.27.41.115,cdp,0
00908f601e8c,00908f601e8c,unknown,unknown,unknown,420HD_GBE,172.27.24.23,cdp,0
00908f601e9c,00908f601e9c,unknown,unknown,unknown,420HD_GBE,172.27.41.216,cdp,0
00908f601eac,00908f601eac,unknown,unknown,unknown,420HD_GBE,172.27.41.29,cdp,0
00908f601eb8,00908f601eb8,unknown,unknown,unknown,420HD_GBE,172.27.48.196,cdp,0
00908f601ebc,00908f601ebc,unknown,unknown,unknown,420HD_GBE,172.27.40.241,cdp,0
00908f601ec9,00908f601ec9,unknown,unknown,unknown,420HD_GBE,172.27.41.77,cdp,0
00908f601eda,00908f601eda,unknown,unknown,unknown,420HD_GBE,172.27.41.129,cdp,0
00908f601ee2,00908f601ee2,unknown,unknown,unknown,420HD_GBE,172.27.49.29,cdp,0
00908f601ee5,00908f601ee5,unknown,unknown,unknown,420HD_GBE,172.27.41.127,cdp,0
00908f601eea,00908f601eea,unknown,unknown,unknown,420HD_GBE,172.27.40.166,cdp,0
00908f601ef0,00908f601ef0,unknown,unknown,unknown,420HD_GBE,172.27.32.135,cdp,0
00908f601eff,00908f601eff,unknown,unknown,unknown,420HD_GBE,172.27.16.121,cdp,0
00908f601f06,00908f601f06,unknown,unknown,unknown,420HD_GBE,172.27.16.234,cdp,0
00908f601f0b,00908f601f0b,unknown,unknown,unknown,420HD_GBE,172.27.41.12,cdp,0
00908f601f11,00908f601f11,unknown,unknown,unknown,420HD_GBE,172.27.49.26,cdp,0
00908f601f47,00908f601f47,unknown,unknown,unknown,420HD_GBE,172.27.33.247,cdp,0
00908f601f4f,00908f601f4f,unknown,unknown,unknown,420HD_GBE,172.27.32.221,cdp,0
00908f601f62,00908f601f62,unknown,unknown,unknown,420HD_GBE,172.27.48.200,cdp,0
00908f601f6a,00908f601f6a,unknown,unknown,unknown,420HD_GBE,172.27.24.227,cdp,0
00908f601f86,00908f601f86,unknown,unknown,unknown,420HD_GBE,172.27.40.252,cdp,0
00908f601fb8,00908f601fb8,unknown,unknown,unknown,420HD_GBE,172.27.25.208,cdp,0
00908f601fd0,00908f601fd0,unknown,unknown,unknown,420HD_GBE,172.27.1.0,cdp,0
00908f601fd6,00908f601fd6,unknown,unknown,unknown,420HD_GBE,172.27.1.164,cdp,0
00908f601ff2,00908f601ff2,unknown,unknown,unknown,420HD_GBE,172.27.48.198,cdp,0
00908f602002,00908f602002,unknown,unknown,unknown,420HD_GBE,172.27.41.247,cdp,0
00908f60201b,00908f60201b,unknown,unknown,unknown,420HD_GBE,172.27.8.241,cdp,0
00908f60204d,00908f60204d,unknown,unknown,unknown,420HD_GBE,172.27.40.113,cdp,0
00908f60204f,00908f60204f,unknown,unknown,unknown,420HD_GBE,172.27.9.2,cdp,0
00908f602052,00908f602052,unknown,unknown,unknown,420HD_GBE,172.27.16.126,cdp,0
00908f602055,00908f602055,unknown,unknown,unknown,420HD_GBE,172.27.40.150,cdp,0
00908f602056,00908f602056,unknown,unknown,unknown,420HD_GBE,172.27.41.27,cdp,0
00908f602058,00908f602058,unknown,unknown,unknown,420HD_GBE,172.27.1.242,cdp,0
00908f602074,00908f602074,unknown,unknown,unknown,420HD_GBE,172.27.41.69,cdp,0
00908f602075,00908f602075,unknown,unknown,unknown,420HD_GBE,unknown,cdp,0
00908f602079,00908f602079,unknown,unknown,unknown,420HD_GBE,172.27.41.52,cdp,0
00908f60207a,00908f60207a,unknown,unknown,unknown,420HD_GBE,172.27.41.11,cdp,0
00908f60207b,00908f60207b,unknown,unknown,unknown,420HD_GBE,172.27.41.130,cdp,0
00908f602097,00908f602097,unknown,unknown,unknown,420HD_GBE,172.27.41.119,cdp,0
00908f6020a0,00908f6020a0,unknown,unknown,unknown,420HD_GBE,172.27.41.123,cdp,0
00908f6020b7,00908f6020b7,unknown,unknown,unknown,420HD_GBE,172.27.1.246,cdp,0
00908f6020da,00908f6020da,unknown,unknown,unknown,420HD_GBE,172.27.9.156,cdp,0
00908f6020db,00908f6020db,unknown,unknown,unknown,420HD_GBE,172.27.9.121,cdp,0
00908f6020e2,00908f6020e2,unknown,unknown,unknown,420HD_GBE,172.27.8.127,cdp,0
00908f6020ea,00908f6020ea,unknown,unknown,unknown,420HD_GBE,172.27.25.188,cdp,0
00908f6020eb,00908f6020eb,unknown,unknown,unknown,420HD_GBE,172.27.8.147,cdp,0
00908f6020ec,00908f6020ec,unknown,unknown,unknown,420HD_GBE,172.27.9.21,cdp,0
00908f6020ed,00908f6020ed,unknown,unknown,unknown,420HD_GBE,172.27.25.113,cdp,0
00908f6020f1,00908f6020f1,unknown,unknown,unknown,420HD_GBE,172.27.24.26,cdp,0
00908f6020f2,00908f6020f2,unknown,unknown,unknown,420HD_GBE,172.27.25.106,cdp,0
00908f6020f3,00908f6020f3,unknown,unknown,unknown,420HD_GBE,172.27.25.221,cdp,0
00908f602100,00908f602100,unknown,unknown,unknown,420HD_GBE,172.27.24.148,cdp,0
00908f602106,00908f602106,unknown,unknown,unknown,420HD_GBE,172.27.25.5,cdp,0
00908f602108,00908f602108,unknown,unknown,unknown,420HD_GBE,172.27.24.120,cdp,0
00908f60210a,00908f60210a,unknown,unknown,unknown,420HD_GBE,172.27.25.156,cdp,0
00908f60210b,00908f60210b,unknown,unknown,unknown,420HD_GBE,172.27.24.153,cdp,0
00908f60210d,00908f60210d,unknown,unknown,unknown,420HD_GBE,172.27.32.205,cdp,0
00908f60210e,00908f60210e,unknown,unknown,unknown,420HD_GBE,172.27.25.97,cdp,0
00908f602110,00908f602110,unknown,unknown,unknown,420HD_GBE,172.27.9.236,cdp,0
00908f602114,00908f602114,unknown,unknown,unknown,420HD_GBE,172.27.24.101,cdp,0
00908f602116,00908f602116,unknown,unknown,unknown,420HD_GBE,172.27.25.103,cdp,0
00908f602118,00908f602118,unknown,unknown,unknown,420HD_GBE,172.27.24.33,cdp,0
00908f60211b,00908f60211b,unknown,unknown,unknown,420HD_GBE,172.27.25.45,cdp,0
00908f60211c,00908f60211c,unknown,unknown,unknown,420HD_GBE,172.27.8.182,cdp,0
00908f60211e,00908f60211e,unknown,unknown,unknown,420HD_GBE,172.27.33.240,cdp,0
00908f602120,00908f602120,unknown,unknown,unknown,420HD_GBE,172.27.24.100,cdp,0
00908f602122,00908f602122,unknown,unknown,unknown,420HD_GBE,172.27.33.31,cdp,0
00908f602124,00908f602124,unknown,unknown,unknown,420HD_GBE,172.27.9.254,cdp,0
00908f602126,00908f602126,unknown,unknown,unknown,420HD_GBE,172.27.24.218,cdp,0
00908f60212a,00908f60212a,unknown,unknown,unknown,420HD_GBE,172.27.9.206,cdp,0
00908f60212e,00908f60212e,unknown,unknown,unknown,420HD_GBE,172.27.32.249,cdp,0
00908f60212f,00908f60212f,unknown,unknown,unknown,420HD_GBE,172.27.32.190,cdp,0
00908f602130,00908f602130,unknown,unknown,unknown,420HD_GBE,172.27.33.104,cdp,0
00908f602131,00908f602131,unknown,unknown,unknown,420HD_GBE,172.27.25.40,cdp,0
00908f602136,00908f602136,unknown,unknown,unknown,420HD_GBE,172.27.25.89,cdp,0
00908f602137,00908f602137,unknown,unknown,unknown,420HD_GBE,172.27.33.250,cdp,0
00908f602139,00908f602139,unknown,unknown,unknown,420HD_GBE,172.27.25.166,cdp,0
00908f602140,00908f602140,unknown,unknown,unknown,420HD_GBE,172.27.9.213,cdp,0
00908f602147,00908f602147,unknown,unknown,unknown,420HD_GBE,172.27.24.236,cdp,0
00908f60214f,00908f60214f,unknown,unknown,unknown,420HD_GBE,172.27.25.81,cdp,0
00908f602152,00908f602152,unknown,unknown,unknown,420HD_GBE,172.27.25.87,cdp,0
00908f602157,00908f602157,unknown,unknown,unknown,420HD_GBE,172.27.8.219,cdp,0
00908f602158,00908f602158,unknown,unknown,unknown,420HD_GBE,172.27.25.112,cdp,0
00908f602159,00908f602159,unknown,unknown,unknown,420HD_GBE,172.27.25.231,cdp,0
00908f602161,00908f602161,unknown,unknown,unknown,420HD_GBE,172.27.9.239,cdp,0
00908f602162,00908f602162,unknown,unknown,unknown,420HD_GBE,172.27.24.143,cdp,0
00908f602163,00908f602163,unknown,unknown,unknown,420HD_GBE,172.27.24.106,cdp,0
00908f602164,00908f602164,unknown,unknown,unknown,420HD_GBE,172.27.25.4,cdp,0
00908f602166,00908f602166,unknown,unknown,unknown,420HD_GBE,172.27.24.226,cdp,0
00908f602167,00908f602167,unknown,unknown,unknown,420HD_GBE,172.27.9.80,cdp,0
00908f602168,00908f602168,unknown,unknown,unknown,420HD_GBE,172.27.8.132,cdp,0
00908f602169,00908f602169,unknown,unknown,unknown,420HD_GBE,172.27.25.13,cdp,0
00908f60216b,00908f60216b,unknown,unknown,unknown,420HD_GBE,172.27.9.59,cdp,0
00908f60216e,00908f60216e,unknown,unknown,unknown,420HD_GBE,172.27.24.76,cdp,0
00908f602172,00908f602172,unknown,unknown,unknown,420HD_GBE,172.27.24.141,cdp,0
00908f602174,00908f602174,unknown,unknown,unknown,420HD_GBE,172.27.24.168,cdp,0
00908f602176,00908f602176,unknown,unknown,unknown,420HD_GBE,172.27.24.42,cdp,0
00908f602178,00908f602178,unknown,unknown,unknown,420HD_GBE,172.27.32.172,cdp,0
00908f602179,00908f602179,unknown,unknown,unknown,420HD_GBE,172.27.24.72,cdp,0
00908f602181,00908f602181,unknown,unknown,unknown,420HD_GBE,172.27.41.252,cdp,0
00908f602185,00908f602185,unknown,unknown,unknown,420HD_GBE,172.27.40.209,cdp,0
00908f602186,00908f602186,unknown,unknown,unknown,420HD_GBE,172.27.40.154,cdp,0
00908f602192,00908f602192,unknown,unknown,unknown,420HD_GBE,172.27.40.133,cdp,0
00908f6021ac,00908f6021ac,unknown,unknown,unknown,420HD_GBE,172.27.41.93,cdp,0
00908f6021b0,00908f6021b0,unknown,unknown,unknown,420HD_GBE,172.27.41.211,cdp,0
00908f6021b9,00908f6021b9,unknown,unknown,unknown,420HD_GBE,172.27.41.201,cdp,0
00908f6021bc,00908f6021bc,unknown,unknown,unknown,420HD_GBE,172.27.41.197,cdp,0
00908f6021be,00908f6021be,unknown,unknown,unknown,420HD_GBE,172.27.41.185,cdp,0
00908f6021bf,00908f6021bf,unknown,unknown,unknown,420HD_GBE,172.27.41.3,cdp,0
00908f6021c0,00908f6021c0,unknown,unknown,unknown,420HD_GBE,172.27.40.206,cdp,0
00908f6021c1,00908f6021c1,unknown,unknown,unknown,420HD_GBE,172.27.41.164,cdp,0
00908f6021c3,00908f6021c3,unknown,unknown,unknown,420HD_GBE,172.27.41.95,cdp,0
00908f6021cc,00908f6021cc,unknown,unknown,unknown,420HD_GBE,172.27.41.136,cdp,0
00908f6021cd,00908f6021cd,unknown,unknown,unknown,420HD_GBE,172.27.41.214,cdp,0
00908f6021cf,00908f6021cf,unknown,unknown,unknown,420HD_GBE,172.27.41.70,cdp,0
00908f6021d2,00908f6021d2,unknown,unknown,unknown,420HD_GBE,172.27.40.197,cdp,0
00908f6021d3,00908f6021d3,unknown,unknown,unknown,420HD_GBE,172.27.24.221,cdp,0
00908f6021e1,00908f6021e1,unknown,unknown,unknown,420HD_GBE,172.27.41.190,cdp,0
00908f6021e9,00908f6021e9,unknown,unknown,unknown,420HD_GBE,172.27.25.43,cdp,0
00908f6021ea,00908f6021ea,unknown,unknown,unknown,420HD_GBE,172.27.41.68,cdp,0
00908f6021eb,00908f6021eb,unknown,unknown,unknown,420HD_GBE,172.27.40.146,cdp,0
00908f602203,00908f602203,unknown,unknown,unknown,420HD_GBE,172.27.41.238,cdp,0
00908f602204,00908f602204,unknown,unknown,unknown,420HD_GBE,172.27.40.156,cdp,0
00908f60220b,00908f60220b,unknown,unknown,unknown,420HD_GBE,172.27.40.100,cdp,0
00908f60220e,00908f60220e,unknown,unknown,unknown,420HD_GBE,172.27.41.147,cdp,0
00908f60220f,00908f60220f,unknown,unknown,unknown,420HD_GBE,172.27.40.130,cdp,0
00908f602214,00908f602214,unknown,unknown,unknown,420HD_GBE,172.27.41.205,cdp,0
00908f602217,00908f602217,unknown,unknown,unknown,420HD_GBE,172.27.40.149,cdp,0
00908f60221b,00908f60221b,unknown,unknown,unknown,420HD_GBE,172.27.40.108,cdp,0
00908f60221c,00908f60221c,unknown,unknown,unknown,420HD_GBE,172.27.41.229,cdp,0
00908f60221e,00908f60221e,unknown,unknown,unknown,420HD_GBE,172.27.41.1,cdp,0
00908f602227,00908f602227,unknown,unknown,unknown,420HD_GBE,172.27.9.182,cdp,0
00908f60222e,00908f60222e,unknown,unknown,unknown,420HD_GBE,172.27.24.12,cdp,0
00908f60225f,00908f60225f,unknown,unknown,unknown,420HD_GBE,172.27.41.40,cdp,0
00908f602260,00908f602260,unknown,unknown,unknown,420HD_GBE,172.27.41.141,cdp,0
00908f60226e,00908f60226e,unknown,unknown,unknown,420HD_GBE,172.27.41.250,cdp,0
00908f60227a,00908f60227a,unknown,unknown,unknown,420HD_GBE,172.27.41.109,cdp,0
00908f602285,00908f602285,unknown,unknown,unknown,420HD_GBE,172.27.9.93,cdp,0
00908f602286,00908f602286,unknown,unknown,unknown,420HD_GBE,172.27.8.189,cdp,0
00908f60228e,00908f60228e,unknown,unknown,unknown,420HD_GBE,172.27.48.201,cdp,0
00908f60228f,00908f60228f,unknown,unknown,unknown,420HD_GBE,172.27.49.22,cdp,0
00908f602295,00908f602295,unknown,unknown,unknown,420HD_GBE,172.27.40.210,cdp,0
00908f602297,00908f602297,unknown,unknown,unknown,420HD_GBE,172.27.41.71,cdp,0
00908f6022a1,00908f6022a1,unknown,unknown,unknown,420HD_GBE,172.27.8.255,cdp,0
00908f6022ba,00908f6022ba,unknown,unknown,unknown,420HD_GBE,172.27.16.228,cdp,0
00908f6022bf,00908f6022bf,unknown,unknown,unknown,420HD_GBE,172.27.16.108,cdp,0
00908f6022ce,00908f6022ce,unknown,unknown,unknown,420HD_GBE,172.27.1.241,cdp,0
00908f6022d1,00908f6022d1,unknown,unknown,unknown,420HD_GBE,172.27.9.201,cdp,0
00908f6022d3,00908f6022d3,unknown,unknown,unknown,420HD_GBE,172.27.1.51,cdp,0
00908f6022d4,00908f6022d4,unknown,unknown,unknown,420HD_GBE,172.27.8.107,cdp,0
00908f6022d5,00908f6022d5,unknown,unknown,unknown,420HD_GBE,172.27.16.110,cdp,0
00908f6022d8,00908f6022d8,unknown,unknown,unknown,420HD_GBE,172.27.9.192,cdp,0
00908f6022d9,00908f6022d9,unknown,unknown,unknown,420HD_GBE,172.27.9.86,cdp,0
00908f6022dc,00908f6022dc,unknown,unknown,unknown,420HD_GBE,172.27.17.144,cdp,0
00908f6022df,00908f6022df,unknown,unknown,unknown,420HD_GBE,172.27.40.119,cdp,0
00908f6022e4,00908f6022e4,unknown,unknown,unknown,420HD_GBE,172.27.17.142,cdp,0
00908f6022e6,00908f6022e6,unknown,unknown,unknown,420HD_GBE,172.27.16.111,cdp,0
00908f6022e7,00908f6022e7,unknown,unknown,unknown,420HD_GBE,172.27.16.211,cdp,0
00908f6022e9,00908f6022e9,unknown,unknown,unknown,420HD_GBE,172.27.1.240,cdp,0
00908f6022ec,00908f6022ec,unknown,unknown,unknown,420HD_GBE,172.27.17.225,cdp,0
00908f6022f4,00908f6022f4,unknown,unknown,unknown,420HD_GBE,172.27.16.100,cdp,0
00908f6022f6,00908f6022f6,unknown,unknown,unknown,420HD_GBE,172.27.1.44,cdp,0
00908f6022f8,00908f6022f8,unknown,unknown,unknown,420HD_GBE,172.27.17.206,cdp,0
00908f6022fb,00908f6022fb,unknown,unknown,unknown,420HD_GBE,172.27.17.82,cdp,0
00908f60232c,00908f60232c,unknown,unknown,unknown,420HD_GBE,172.27.9.244,cdp,0
00908f60233c,00908f60233c,unknown,unknown,unknown,420HD_GBE,172.27.41.148,cdp,0
00908f60234b,00908f60234b,unknown,unknown,unknown,420HD_GBE,172.27.40.239,cdp,0
00908f602356,00908f602356,unknown,unknown,unknown,420HD_GBE,172.27.41.132,cdp,0
